ID,Year,University Name English,I,We,You,She/He,They,Affiliation,Achievement,Power,All-or-none,Insight,Causation,Tentative,Certitude,Leisure,Home,Work,Money,Past Focus,Present Focus,Future Focus,WB: Direction,WB: Prosociality,WB: Means,WB: Identity,WB: Motivation,WB: Coherence,WB: Significance,WB: Spiritual,WB: Social Connections,WB: Purpose,WB: Meaning,Mindfulness
2318,2023,Hongik University,0,3.98,0.46,0,2.39,4.55,2.62,0.91,0.34,2.16,2.16,0.34,0.23,0.23,0.11,6.37,5.23,1.82,4.44,3.07,2.05,1.25,0.57,0.46,2.73,1.25,2.84,0.34,1.02,2.84,1.93,1.37
2312,2023,Kangwon National University,0,3.69,0.27,0,0.99,5.23,2.61,1.44,0,1.98,1.98,0.81,0.54,0.27,0.18,4.77,1.17,3.51,2.7,1.17,1.8,0.99,1.17,1.53,2.43,0.81,2.79,0.18,0.9,3.33,2.88,2.07
2305,2023,Konkuk University,0,4.47,0,0,0.51,5.14,2.19,1.18,0.34,2.19,2.36,0.51,0.08,0.67,0.42,3.2,2.45,2.36,4.89,1.1,1.26,0.67,0.76,0.67,2.02,0.34,1.94,0.08,0.17,2.19,1.1,1.18
2307,2023,Korea University,0,3.12,0.5,0.21,2.2,4.89,1.98,0.99,1.84,5.95,2.05,1.27,0.71,0,0,6.16,0.71,2.9,5.38,1.06,1.13,1.06,0.21,0.5,1.42,0.71,1.84,0.5,1.06,1.56,1.91,3.4
2317,2023,Kyonggi University,0,3.42,0.95,0,0.57,3.8,1.61,0.28,0.38,2.47,3.61,0.19,0.47,0.09,0.09,4.37,2.37,3.13,5.89,1.61,0.95,0.66,1.04,0.95,1.52,0.47,1.99,0.28,0.57,1.71,2.09,1.42
2310,2023,Kyungpook National University,0,3.86,0.26,0.18,1.49,4.29,3.16,0.79,0.35,3.51,1.4,1.05,0.35,0.96,0.79,9.38,2.54,2.45,4.47,1.93,1.75,0.35,0.88,1.4,1.93,0.96,2.1,0.26,0.44,2.28,2.1,1.31
2314,2023,Seoul National University,0.2,3.4,0.2,0.88,1.97,4.49,1.7,1.97,0.95,4.21,1.56,0.54,0.14,0.14,1.7,5.91,2.52,2.38,5.1,0.75,0.95,0.95,0.61,0.68,1.7,1.09,1.63,0.75,1.09,2.38,1.9,1.63
2306,2023,Seoul Womens University,0,2.8,0.39,0.23,2.25,4.35,2.18,1.24,0.31,3.03,2.33,1.48,0.16,0,0.23,6.45,1.94,1.4,5.75,2.49,0.93,0.85,0.62,0.39,1.55,0.78,1.71,0.16,0.7,2.25,2.1,1.32
2316,2023,Sungkyunkwan University,0,1.9,0.3,0,2.6,3.5,1.1,1.1,1.1,1.1,1.1,0.8,0.3,0.1,0,15.28,1.5,1.7,5,1.1,2.6,1.1,0.6,1.3,2.8,1.5,1.9,1.1,2,3.3,2.2,0.2
2311,2023,University of Seoul,0.09,3.2,0.26,0,2.85,3.8,1.64,1.12,0.69,2.16,1.64,0.86,0.26,0.09,0.26,1.99,1.99,1.73,5.61,1.99,0.35,0.52,0.6,0.26,0.86,0.43,0.95,0.26,0.52,1.47,1.64,2.16
2301,2023,Yonsei University(Seoul),0,3.08,0,0.09,1.49,4.04,1.93,1.41,0.62,2.37,1.93,0.62,0.35,0,0,3.87,3.78,2.2,4.04,1.14,1.49,1.14,1.76,0.97,2.46,1.85,2.9,0.44,1.23,3.34,4.13,1.85
2303,2023,Yonsei University(Wonju),0.09,2.63,0.09,0.09,1.69,3.66,4.41,1.31,0.66,2.35,2.25,0.66,0.28,0,0.09,4.69,3.75,2.53,4.69,1.41,1.88,1.03,1.13,0.94,2.16,0.56,2.16,0.75,1.03,3.19,2.81,1.78
